xi_d,s_bar,sigma_rel,n_real,seed,abs_err_xi_mm_median,abs_err_xi_mm_iqr,abs_err_xi_mm_p90,abs_err_xi_mm_p95,abs_err_s_pp_median,abs_err_s_pp_p95,bias_xi_mm,bias_s_pp,std_xi_mm,std_s_pp,crlb_xi_mm,crlb_s_pp,ratio_std_over_crlb_xi,ratio_std_over_crlb_s,boundary_hit_prob,coverage95_xi,coverage95_s,cond2,corr_xi_s,ellipse_major,ellipse_minor,ellipse_angle_deg,n_real_requested,reduced
0.09736842105263158,0.15,0.0003,5000,20260822,0.13132488812565263,0.15776477047798845,0.32018791818796866,0.3929628272077628,0.06139942219764716,0.2940022532594692,-0.013023203271299669,0.0406240373332497,0.20116577628325594,0.14811870035388203,0.19277608150608846,0.10033420467218646,1.0435204134850231,1.476253296050114,0.0,0.943,0.898,54.74519639558789,-0.8968495327761163,0.009599679835564416,0.0006488489686811314,172.00879116697368,5000,False
0.09736842105263158,0.15,0.001,5000,20260823,0.43994999057734285,0.5543439495477933,1.575167471292784,2.060315789472999,0.11641450762343297,5.963479747416699,-0.2014377180646655,0.8042228902107028,0.7989107827730196,1.7034915327475562,0.6425869383536267,0.33444734890728745,1.2432726765656186,5.093452043537601,0.0644,0.8732,0.7618,54.74519639558792,-0.8848699655960864,0.04076345811710007,0.007349987378147864,157.463078549036,5000,False
0.09736842105263158,0.15,0.003,5000,20260824,1.0596791269569676,1.1736362247320027,2.0603157894736817,2.0603157894736843,0.5804553904672647,6.155129597852858,-0.1897649092672122,1.725041178320944,1.2755897207285984,2.272140117229381,1.9277608150608767,1.0033420467218603,0.6616950146319457,2.2645718124272416,0.1732,1.0,0.72,54.74519639558792,-0.8020770282143932,0.06310527394296887,0.012962822603152175,162.4130182057167,5000,False
0.14473684210526316,0.01,0.0001,5000,20260825,0.29816605801509477,0.3764982137162629,0.7858125285020399,1.1255721557084104,0.014892274854121437,0.05855516870648905,-0.1170206955419154,0.014451513002410247,0.6397168237358367,0.0573317856759326,0.4483062160414535,0.02590009429794544,1.4269639832000098,2.2135743992438095,0.0178,0.9206,0.932,372.3435887717472,-0.43970249084663027,0.03023341536697505,0.0005149037926518439,179.52211781279502,5000,False
0.14473684210526316,0.01,0.0003,5000,20260826,0.875519816253675,1.1668245665650145,3.0626315789466787,3.062631578947369,0.04872390057609876,0.3874035989272717,-0.3991310427578349,0.09290304229525631,1.4363405404307508,0.1280041380116398,1.3449186481243611,0.07770028289383635,1.0679757786345574,1.6474089056604178,0.1216,0.8564,0.793,372.3435887717475,-0.5493386488698896,0.06788363067922334,0.0010695449391534121,179.40634062155948,5000,False
0.14473684210526316,0.01,0.001,5000,20260827,1.9451795328392887,1.7677035380629937,3.062631578947369,3.062631578947369,0.18274305916902503,0.5010195092639941,-0.1342506993804716,0.20339239122427238,2.148581107146968,0.17822035010124732,4.483062160414512,0.2590009429794531,0.4792664099371546,0.6881069545580217,0.172,1.0,0.9532,372.3435887717474,0.11323036761235844,0.1015399504536548,0.001770738227225413,-179.88609618348897,5000,False
0.14473684210526316,0.01,0.003,5000,20260828,2.9547713076979196,1.7819840134852643,5.108702189720795,5.940481817435651,0.33802453334791005,1.2207805367657771,0.7391452680868801,0.40653660501779804,3.190142417465967,0.4239168925072416,13.449186481243613,0.7770028289383636,0.2371996567907639,0.545579599866385,0.1842,1.0,0.9818,372.3435887717473,0.6233857165872859,0.1507860442379488,0.0033141582122489643,-178.99531204547912,5000,False
0.14473684210526316,0.05,0.0001,5000,20260829,0.06048177004673755,0.07385513290711956,0.14829068577572116,0.17635955725861166,0.01723306423914578,0.0500085876484755,-0.0037814113730562054,0.0005030273208879998,0.09036940120136512,0.025677458785327855,0.0896612432082905,0.025900094297945382,1.0078981505022133,0.9914040655583565,0.0,0.949,0.9536,74.72293150680562,0.9710069501335715,0.00427803897373617,6.127792833571566e-05,-176.6581433880548,5000,False
0.14473684210526316,0.05,0.0003,5000,20260830,0.18193200172118063,0.22786646767931917,0.4658666664596304,0.572685405110474,0.05081090912575047,0.138798197675188,-0.03757894454425501,0.01183528577387234,0.32036921051389594,0.11016536382261839,0.26898372962487094,0.07770028289383597,1.1910356472515569,1.4178244881442754,0.0016,0.9338,0.9644,74.72293150680564,0.18671926181903917,0.015141726312195705,0.0010821788147201497,-179.21761740315733,5000,False
0.14473684210526316,0.05,0.001,5000,20260831,0.6126661604106658,0.7712906260660666,2.4650388299498607,3.0626315789473675,0.143421573699205,1.8904516289029165,-0.3051443908124679,0.30092288176844295,1.1785425033199468,0.5492956441613132,0.8966124320829053,0.25900094297945386,1.314439172544256,2.120824881339864,0.0808,0.864,0.8386,74.7229315068056,-0.5974841934552364,0.05579393258580367,0.004397020826742977,176.60661918801665,5000,False
0.14473684210526316,0.05,0.003,5000,20260832,1.5088695671076695,1.5694092579876622,3.062631578947368,3.062631578947369,0.5817368112744827,2.065522463877845,-0.34977242163148886,0.7563614163477059,1.831244659521911,0.7383753434297041,2.68983729624872,0.7770028289383627,0.6808012745141824,0.9502865574357866,0.1666,1.0,0.7844,74.72293150680557,-0.25107993575279824,0.08656274446350179,0.007145574292237285,178.76438081615325,5000,False
0.14473684210526316,0.15,0.0001,5000,20260833,0.020721713251758728,0.025288648391224508,0.04940244447263866,0.057924969714793134,0.018138743315708472,0.05044533344693195,-0.00022983787187151817,0.00037645598221109353,0.030195095452426712,0.026292965776749163,0.02988708106943019,0.025900094297945403,1.0103059372804248,1.0151687277383745,0.0,0.9514,0.9518,25.614896606881093,0.9756351102595874,0.001449899066574365,5.677513066162698e-05,-169.7932249362963,5000,False
